date	customerId	monthly_salary	health_score	current_debt	category
9/10/2022	CUS33214362960	7525	487	185049.18	SILVER
9/10/2022	CUS59360016148	14707	487	112082.4	null
9/10/2022	CUS53821610724	10483	487	52135.32	SILVER
9/10/2022	CUS94452529148	9238	487	31700.81	SILVER
9/10/2022	CUS30804984660	6117	487	156914.6	null
9/10/2022	CUS30472547448	7141	487	37326.81	SILVER
9/10/2022	CUS78020322860	8646	487	68295.24	SILVER
9/10/2022	CUS47838666912	8645	487	137415.45	BRONZE
9/10/2022	CUS66452880224	11469	487	319886.55	null
9/10/2022	CUS87154068760	8646	487	68295.24	SILVER
9/10/2022	CUS68382117160	5068	488	8.76	null
9/10/2022	CUS34305339524	6320	488	118678.2	SILVER
9/10/2022	CUS42236901948	6676	488	null	null
9/10/2022	CUS17188031760	2970	488	33268.3	null
9/10/2022	CUS13505223236	10011	488	44244.18	BRONZE
9/10/2022	CUS34114556160	13855	488	169672.11	BRONZE
9/10/2022	CUS46354676460	16506	488	56196.27	SILVER
9/10/2022	CUS12583818612	5617	488	51039.96	BRONZE
9/10/2022	CUS73976661148	4064	488	12298.4	BRONZE
9/10/2022	CUS38429440960	15651	488	115325.04	BRONZE
9/10/2022	CUS19558870036	6230	488	376453.5	null
9/10/2022	CUS60957369724	7326	488	82363.36	SILVER
9/10/2022	CUS82345776548	2834	488	20928.38	SILVER
9/10/2022	CUS79373119836	10442	488	108636.8	SILVER
9/10/2022	CUS70415953724	7464	488	4439.27	SILVER
9/10/2022	CUS16046273836	10229	488	24118.91	GOLD
9/10/2022	CUS65510752348	10990	488	143861.82	SILVER
9/10/2022	CUS11801284060	13982	488	1064029.32	null
9/10/2022	CUS63140927760	4680	488	71651.16	null
9/10/2022	CUS49967222960	7396	489	382428.16	SILVER
9/10/2022	CUS32314524160	8177	489	88658.42	SILVER
9/10/2022	CUS71207572860	9558	489	114841	GOLD
9/10/2022	CUS43861488360	11350	489	81578.8	BRONZE
9/10/2022	CUS62048885860	6429	489	82514.54	BRONZE
9/10/2022	CUS51333400548	6932	489	25999.46	SILVER
9/10/2022	CUS92123627036	9977	489	68524.3	SILVER
9/10/2022	CUS50500623260	8578	489	190173.84	BRONZE
9/10/2022	CUS74402263360	9164	490	5465.88	null
9/10/2022	CUS89115679348	8690	490	30058.48	SILVER
9/10/2022	CUS42278570212	4105	490	10265.29	null
9/10/2022	CUS50434220660	10410	490	3092.2	GOLD
9/10/2022	CUS51219850260	14362	490	299.68	SILVER
9/10/2022	CUS35752813360	16330	490	152114.28	null
9/10/2022	CUS41603760348	9267	490	142953.6	SILVER
9/10/2022	CUS95296136724	8699	490	3046.78	SILVER
9/10/2022	CUS28711886148	9683	490	6458.54	SILVER
9/10/2022	CUS39424697924	8699	490	3046.78	SILVER
9/10/2022	CUS82273789660	8809	490	26163.41	null
9/10/2022	CUS12630308536	8446	490	104.9	null
9/10/2022	CUS89506054160	13066	490	335001.68	null
9/10/2022	CUS22321993548	6375	490	5057.54	BRONZE
9/10/2022	CUS42494044924	9569	490	299384.64	null
9/10/2022	CUS71140105436	11745	490	31639.26	SILVER
9/10/2022	CUS50728822224	7247	490	15952.02	SILVER
9/10/2022	CUS56731215112	9569	490	299384.64	null
9/10/2022	CUS19826175924	5744	490	153672.52	SILVER
9/10/2022	CUS49641858560	13172	490	171372.14	null
9/10/2022	CUS35399193760	5337	490	24297.92	BRONZE
9/10/2022	CUS73874881212	7161	491	10262.32	SILVER
9/10/2022	CUS21934839760	11801	491	246504.34	SILVER
9/10/2022	CUS61163954460	9175	491	86725.66	SILVER
9/10/2022	CUS29777054924	10222	491	238987.84	SILVER
9/10/2022	CUS13589201524	6270	491	23901.23	SILVER
9/10/2022	CUS78250978560	7595	491	360000	null
9/10/2022	CUS63755772360	6877	491	299460.08	SILVER
9/10/2022	CUS60974918860	8640	491	613085.52	null
9/10/2022	CUS90144399012	8644	491	96	SILVER
9/10/2022	CUS30193725948	8834	491	154738.74	null
9/10/2022	CUS25001942348	11669	492	278691.4	SILVER
9/10/2022	CUS27423165260	5954	492	59312.34	BRONZE
9/10/2022	CUS86899385060	20609	492	68971.1	SILVER
9/10/2022	CUS71722132724	5593	492	23469.04	null
9/10/2022	CUS30636538512	9238	492	166322.38	SILVER
9/10/2022	CUS62547345960	3885	492	25396.26	SILVER
9/10/2022	CUS75628240760	6441	492	77218.96	BRONZE
9/10/2022	CUS97537515124	10069	492	242089.8	GOLD
9/10/2022	CUS15145420760	6394	492	116753.96	null
9/10/2022	CUS47438169436	11545	492	159.8	null
9/10/2022	CUS55792185948	6401	492	30368.36	null
9/10/2022	CUS18784579260	10084	492	609557.19	BRONZE
9/10/2022	CUS43299409412	6237	492	3051.61	SILVER
9/10/2022	CUS35239663960	4223	492	124.25	SILVER
9/10/2022	CUS64492114236	10401	492	40928.22	BRONZE
9/10/2022	CUS75157362360	8321	492	92647.11	null
9/10/2022	CUS59061401024	20806	493	355701.36	null
9/10/2022	CUS43555488760	7260	493	144779.52	SILVER
9/10/2022	CUS65170627860	10290	493	555828.72	SILVER
9/10/2022	CUS22915456024	8756	493	116771.25	null
9/10/2022	CUS50729655560	8761	493	305936.76	BRONZE
9/10/2022	CUS16357020260	8761	493	305936.76	SILVER
9/10/2022	CUS64053974136	9209	493	56795.6	null
9/10/2022	CUS36363011460	11501	493	188653.15	SILVER
9/10/2022	CUS97607842236	6840	493	65672.52	null
9/10/2022	CUS17655365860	6941	493	81001.42	BRONZE
9/10/2022	CUS13419539348	3974	493	27657.9	SILVER
9/10/2022	CUS92148099760	7652	493	63107.03	SILVER
9/10/2022	CUS12656630336	9554	493	30001.4	SILVER
9/10/2022	CUS41857110448	12821	493	9639.21	BRONZE
9/10/2022	CUS30793161624	5370	493	null	SILVER
9/10/2022	CUS84733001624	8742	493	150693.99	null
9/10/2022	CUS31077174624	8304	494	149823.36	null
9/10/2022	CUS65208114760	7977	494	133885.58	SILVER
9/10/2022	CUS88145555824	4507	494	49787.7	BRONZE
9/10/2022	CUS65782856212	6702	494	80757.9	null
9/10/2022	CUS58049461960	9427	494	22675.38	SILVER
9/10/2022	CUS87237826036	3686	494	37046.04	BRONZE
9/10/2022	CUS99777883860	10309	494	20706.12	BRONZE
9/10/2022	CUS15905760248	7368	494	52969.72	SILVER
9/10/2022	CUS78861697060	7002	494	731312.7	SILVER
9/10/2022	CUS93757186024	19868	494	71250.59	SILVER
9/10/2022	CUS39195295560	8138	494	329150.78	SILVER
9/10/2022	CUS43891478036	11469	494	61441.59	null
9/10/2022	CUS67482868260	6260	494	117444.69	SILVER
9/10/2022	CUS52686804160	6260	494	117444.69	SILVER
9/10/2022	CUS27212184012	4914	494	37000	null
9/10/2022	CUS76964968460	5502	494	76320.62	null
9/10/2022	CUS90360704160	7137	494	96640.43	SILVER
9/10/2022	CUS65501154012	4742	494	230.28	SILVER
9/10/2022	CUS98518802360	12157	494	33693.05	GOLD
9/10/2022	CUS20185390960	5178	494	1447.01	BRONZE
9/10/2022	CUS74522021960	14971	494	384475.15	null
9/10/2022	CUS51481033624	14940	495	64966.14	null
9/10/2022	CUS88644083548	6013	495	5716.58	null
9/10/2022	CUS77018377336	7018	495	60910.82	SILVER
9/10/2022	CUS62521669924	35646	495	28757	null
9/10/2022	CUS27402230060	12324	495	221924.94	null
9/10/2022	CUS69083779860	9348	495	5915.55	SILVER
9/10/2022	CUS62273311648	7317	495	82372.06	SILVER
9/10/2022	CUS62209200760	8238	495	26389.92	null
9/10/2022	CUS17009356260	6118	495	24351.96	BRONZE
9/10/2022	CUS15200006248	9798	495	98641.44	SILVER
9/10/2022	CUS54239814360	9008	496	139859.07	SILVER
9/10/2022	CUS56098615360	18252	496	229830.6	null
9/10/2022	CUS99914609760	7735	496	268429.76	null
9/10/2022	CUS12335908348	12984	496	150653.72	SILVER
9/10/2022	CUS51867000560	13225	496	94169.32	BRONZE
9/10/2022	CUS33768332660	6011	496	19355.04	null
9/10/2022	CUS16849265948	4807	496	55733.07	SILVER
9/10/2022	CUS37397886060	12276	496	451047.48	SILVER
9/10/2022	CUS39524118460	6780	497	114149.06	null
9/10/2022	CUS21788379236	4632	497	16379.42	BRONZE
9/10/2022	CUS25568914448	3817	497	40009	GOLD
9/10/2022	CUS73160783048	4526	497	14466.68	GOLD
9/10/2022	CUS14549128860	9829	497	24632.49	SILVER
9/10/2022	CUS31295375736	7803	497	305171.2	SILVER
9/10/2022	CUS23980844636	4356	497	22294.49	BRONZE
9/10/2022	CUS51881184548	7103	497	7564.86	SILVER
9/10/2022	CUS93765346960	7120	497	457872.6	SILVER
9/10/2022	CUS88715755848	11500	497	352852.84	null
9/10/2022	CUS99780842760	11500	497	352852.84	SILVER
9/10/2022	CUS78210284112	8471	497	2110.93	null
9/10/2022	CUS20258789860	13209	497	137475.06	SILVER
9/10/2022	CUS75077553336	10221	497	36586.99	null
9/10/2022	CUS87346739560	9595	498	688798.72	SILVER
9/10/2022	CUS30082383660	5926	498	31700.72	SILVER
9/10/2022	CUS57217420336	8593	498	74197.04	SILVER
9/10/2022	CUS32693722448	10025	498	40609.14	null
9/10/2022	CUS52512844860	22445	498	155091	null
9/10/2022	CUS77110697612	18719	498	79305.72	null
9/10/2022	CUS34124271560	5436	498	242676.85	SILVER
9/10/2022	CUS69708929748	8238	498	99231.16	SILVER
9/10/2022	CUS80236037036	7458	498	53147.42	SILVER
9/10/2022	CUS20004275336	13324	499	54638.06	SILVER
9/10/2022	CUS58745958424	6080	499	12767.74	SILVER
9/10/2022	CUS98651257936	14269	499	2320.66	null
9/10/2022	CUS23690714312	8566	499	32980.39	GOLD
9/10/2022	CUS69015106360	6087	499	3654.07	SILVER
9/10/2022	CUS42309471160	23964	499	91705.38	SILVER
9/10/2022	CUS13911319836	6439	499	54400	BRONZE
9/10/2022	CUS44965908124	5603	499	60453.78	null
9/10/2022	CUS93421023860	6753	499	null	BRONZE
9/10/2022	CUS60644718812	9008	499	12458.93	null
9/10/2022	CUS53786702636	9996	500	null	null
9/10/2022	CUS54145510724	7018	500	126808.52	null
9/10/2022	CUS44293058060	7006	500	44200	SILVER
9/10/2022	CUS52579919124	8609	500	4091.05	GOLD
9/10/2022	CUS82289917524	9565	500	null	SILVER
9/10/2022	CUS44509674112	5662	500	298.6	null
9/10/2022	CUS31452230024	7392	500	41208.21	SILVER
9/10/2022	CUS22101638712	7542	500	373558.8	SILVER
9/10/2022	CUS66150326960	21537	500	117197.07	GOLD
9/10/2022	CUS68164508860	21537	500	117197.07	GOLD
9/10/2022	CUS53495304824	6039	500	13282.32	null
9/10/2022	CUS31452616448	6058	500	5720.21	null
9/10/2022	CUS81543793448	6197	500	29449.55	SILVER
9/10/2022	CUS71236916348	6816	500	110808.2	BRONZE
9/10/2022	CUS91949149124	15074	500	266287.17	SILVER
9/10/2022	CUS14953617336	8396	500	44315.28	SILVER
9/10/2022	CUS18765892836	6646	500	112387.44	GOLD
9/10/2022	CUS68630301612	6848	500	44466.64	null
9/10/2022	CUS88897627436	11546	501	7311.58	BRONZE
9/10/2022	CUS85530525248	4937	501	16245.57	null
9/10/2022	CUS60650972512	6685	501	207281.9	SILVER
9/10/2022	CUS56219705260	12407	501	372671.28	BRONZE
9/10/2022	CUS50684810760	13194	501	419535.15	SILVER
9/10/2022	CUS85305906260	13879	501	691211.1	null
9/10/2022	CUS91679258924	12440	501	3310.08	SILVER
9/10/2022	CUS81918657936	13197	502	108895.08	null
9/10/2022	CUS45822046160	11702	502	162647.89	null
9/10/2022	CUS34071052160	31377	502	152032.02	null
9/10/2022	CUS29284983660	8660	502	2877.47	SILVER
9/10/2022	CUS18116398860	7344	502	35065.38	null
9/10/2022	CUS72012367224	7903	502	18782.72	SILVER
9/10/2022	CUS62557150360	10396	502	226099.29	null
9/10/2022	CUS61890146460	7107	502	110048.54	SILVER
9/10/2022	CUS19131951060	6186	502	6138.52	SILVER
9/10/2022	CUS37050509548	5206	502	481	null
9/10/2022	CUS48297988160	16770	502	547977.08	SILVER
9/10/2022	CUS72680489336	5157	502	74836.26	BRONZE
9/10/2022	CUS24031047312	4668	502	16671.64	SILVER
9/10/2022	CUS12439495260	7277	502	97615.04	GOLD
9/10/2022	CUS43816360848	8215	502	54232.72	SILVER
9/10/2022	CUS23447983836	8269	502	64534.82	SILVER
9/10/2022	CUS69131695324	6171	503	82754.6	SILVER
9/10/2022	CUS42653959560	10815	503	173871.04	null
9/10/2022	CUS36700507448	13516	503	33747.01	SILVER
9/10/2022	CUS93485062324	7739	503	63487.2	SILVER
9/10/2022	CUS62753258560	34146	503	420000	null
9/10/2022	CUS26928917748	7691	503	25981.05	SILVER
9/10/2022	CUS96116048560	10385	503	38870.22	SILVER
9/10/2022	CUS34499598760	9893	503	191524.56	SILVER
9/10/2022	CUS37023577860	9893	503	191524.56	BRONZE
9/10/2022	CUS19345513460	8783	503	207787.71	SILVER
9/10/2022	CUS25760185424	15090	503	350946.76	SILVER
9/10/2022	CUS65679583360	6119	503	138600.25	SILVER
9/10/2022	CUS20335245324	12013	503	4054.14	null
9/10/2022	CUS66632856024	11598	503	129131.56	SILVER
9/10/2022	CUS91330284848	11970	503	784187.36	GOLD
9/10/2022	CUS22506917548	7678	504	15999.18	null
9/10/2022	CUS15402503160	27646	504	75642.1	BRONZE
9/10/2022	CUS49087448360	7670	504	785.95	GOLD
9/10/2022	CUS86517028360	39355	504	219505.98	SILVER
9/10/2022	CUS19775136360	7307	504	27686.27	null
9/10/2022	CUS40198622648	8366	504	11483.85	SILVER
9/10/2022	CUS67454136748	6096	504	5935	null
9/10/2022	CUS28087251160	7900	504	279839.52	SILVER
9/10/2022	CUS86831791560	15733	504	322000	null
9/10/2022	CUS66496906448	10766	504	null	null
9/10/2022	CUS16695338160	8025	504	454000	BRONZE
9/10/2022	CUS29948459248	6205	504	21301.73	SILVER
9/10/2022	CUS94503950360	11484	504	72368.76	null
9/10/2022	CUS22119523460	6422	505	304415.31	null
9/10/2022	CUS55418106660	10842	505	56264.94	SILVER
9/10/2022	CUS73053307560	15464	505	49071.02	BRONZE
9/10/2022	CUS46646088460	13023	505	8892.96	SILVER
9/10/2022	CUS97178693860	8360	505	93638.37	null
9/10/2022	CUS72531877648	9133	505	123959.68	null
9/10/2022	CUS20942158360	14727	505	769739.58	null
9/10/2022	CUS61194403860	8977	505	221683.5	SILVER
9/10/2022	CUS37523042660	11237	505	569055.09	SILVER
9/10/2022	CUS60432511548	9068	505	139653.6	null
9/10/2022	CUS15690317324	4292	505	10042.01	null
9/10/2022	CUS67817512136	15325	505	71202.88	SILVER
9/10/2022	CUS91206140536	7521	505	615769.29	BRONZE
9/10/2022	CUS43681016660	11163	506	173449.1	null
9/10/2022	CUS96062750112	7321	506	4664.3	SILVER
9/10/2022	CUS67783938624	9055	506	15420.72	SILVER
9/10/2022	CUS38564264736	12557	506	238841.59	null
9/10/2022	CUS85874799960	6320	506	96545	SILVER
9/10/2022	CUS58408420760	6651	506	78479.67	SILVER
9/10/2022	CUS68441816660	22059	506	3208912.14	null
9/10/2022	CUS91534249048	15624	506	305337.87	SILVER
9/10/2022	CUS20364912560	9698	506	43760.43	SILVER
9/10/2022	CUS48691419836	10722	506	162868.71	SILVER
9/10/2022	CUS96790669060	9698	506	43760.43	SILVER
9/10/2022	CUS62321799760	3940	506	3639.42	SILVER
9/10/2022	CUS30849111060	7433	506	116477.84	null
9/10/2022	CUS94403119748	15377	506	57215.88	BRONZE
9/10/2022	CUS26381449760	7256	506	1123.48	SILVER
9/10/2022	CUS68141820360	10031	506	674554.02	BRONZE
9/10/2022	CUS76530540460	5506	506	14938.11	SILVER
9/10/2022	CUS47428695848	9310	507	91034.17	SILVER
9/10/2022	CUS48338669648	7688	507	44727.56	SILVER
9/10/2022	CUS30030307448	7688	507	44727.56	SILVER
9/10/2022	CUS22238500024	7491	507	163853.28	SILVER
9/10/2022	CUS23095130060	12110	507	317333.08	BRONZE
9/10/2022	CUS37729641048	6205	507	124304.76	SILVER
9/10/2022	CUS79030999124	7569	507	25135.18	SILVER
9/10/2022	CUS49618423324	5772	508	14210.48	SILVER
9/10/2022	CUS17652747660	6792	508	376467.84	null
9/10/2022	CUS82551778660	12010	508	null	SILVER
9/10/2022	CUS93377650560	12085	508	612127.4	SILVER
9/10/2022	CUS35362106260	6689	508	7019.34	SILVER
9/10/2022	CUS34302328760	13253	508	197274.63	SILVER
9/10/2022	CUS58872252024	7771	508	23597.04	SILVER
9/10/2022	CUS25879986112	8013	508	23337.72	SILVER
9/10/2022	CUS91130454560	5925	509	23124.28	BRONZE
9/10/2022	CUS86686910060	5263	509	7368.32	null
9/10/2022	CUS79554543712	9026	509	49304.98	null
9/10/2022	CUS12029582360	8772	509	189818.1	SILVER
9/10/2022	CUS63881816860	10653	509	56495.46	BRONZE
9/10/2022	CUS82228124448	6538	509	213546.9	null
9/10/2022	CUS86028324560	9600	509	58415.66	SILVER
9/10/2022	CUS17842049136	8088	509	905390.44	null
9/10/2022	CUS52956594360	7770	509	33637.35	SILVER
9/10/2022	CUS45520734760	9537	509	885450.08	SILVER
9/10/2022	CUS83306486960	12446	509	10380.34	SILVER
9/10/2022	CUS15390701124	9046	509	12436.58	BRONZE
9/10/2022	CUS73841869560	9194	509	92635.3	SILVER
9/10/2022	CUS90911405360	6900	509	311896.5	SILVER
9/10/2022	CUS58212776848	7649	509	169520.87	SILVER
9/10/2022	CUS90130582260	8220	510	1316407.32	SILVER
9/10/2022	CUS30313406436	5357	510	1953.99	SILVER
9/10/2022	CUS46087579612	11593	510	265708.1	null
9/10/2022	CUS48873418248	8529	510	40628.61	null
9/10/2022	CUS83947546148	9044	510	4749.12	GOLD
9/10/2022	CUS34562240460	18336	510	119240.43	SILVER
9/10/2022	CUS55727915160	8468	510	269611.64	null
9/10/2022	CUS27634871136	7339	510	9567.96	SILVER
9/10/2022	CUS20101097360	9381	511	376512.45	SILVER
9/10/2022	CUS88556131460	17334	511	411419.98	null
9/10/2022	CUS34348537112	9663	511	78	SILVER
9/10/2022	CUS92191072360	20914	511	112192.41	SILVER
9/10/2022	CUS12817575960	15940	511	86748.75	SILVER
9/10/2022	CUS84229756548	20763	511	110816.39	SILVER
9/10/2022	CUS83891618560	5315	511	67887.72	SILVER
9/10/2022	CUS95392585660	5631	511	579.79	SILVER
9/10/2022	CUS58247638036	4212	511	12606.87	SILVER
9/10/2022	CUS32126895360	7141	511	1610.23	null
9/10/2022	CUS92090985048	8499	512	123685.52	SILVER
9/10/2022	CUS16457223536	8238	512	223202.1	SILVER
9/10/2022	CUS24254039760	10690	512	88286.71	SILVER
9/10/2022	CUS88756688160	25329	512	598101.96	SILVER
9/10/2022	CUS63968220260	10783	512	234897.64	null
9/10/2022	CUS84745809460	11187	512	192192.07	SILVER
9/10/2022	CUS88154455612	6002	512	177250.22	null
9/10/2022	CUS13659482736	6694	512	195193.45	null
9/10/2022	CUS50993139036	7883	512	643296.78	SILVER
9/10/2022	CUS65609212436	7883	512	643296.78	SILVER
9/10/2022	CUS67015106724	5768	512	9143.3	BRONZE
9/10/2022	CUS84012762860	11120	512	274185.16	null
9/10/2022	CUS23219578936	7883	512	643296.78	null
9/10/2022	CUS75049069760	5576	512	51610.94	SILVER
9/10/2022	CUS44391800936	10709	512	39489.35	SILVER
9/10/2022	CUS90428140860	5227	512	8021.82	SILVER
9/10/2022	CUS49216802260	9972	513	180206.24	BRONZE
9/10/2022	CUS78054771060	8000	513	395430.2	null
9/10/2022	CUS77608855760	7495	513	3022.14	null
9/10/2022	CUS89532942112	6102	513	67604.94	null
9/10/2022	CUS92297589712	9459	513	76864.32	BRONZE
9/10/2022	CUS89059753524	11009	513	21237.63	SILVER
9/10/2022	CUS42731309660	5528	513	2639.69	SILVER
9/10/2022	CUS87409238760	9919	514	66037.12	BRONZE
9/10/2022	CUS69777560560	9919	514	66037.12	BRONZE
9/10/2022	CUS15075485660	15429	514	280014.3	SILVER
9/10/2022	CUS98034428560	13268	514	null	SILVER
9/10/2022	CUS47638791736	11045	514	347322.56	SILVER
9/10/2022	CUS19992635260	8374	514	105009.57	null
9/10/2022	CUS77929004836	13955	514	92074.34	SILVER
9/10/2022	CUS70495040548	3580	514	2783.1	SILVER
9/10/2022	CUS36793953960	19663	514	96865.56	SILVER
9/10/2022	CUS87255877660	5969	514	13882.07	SILVER
9/10/2022	CUS36437287660	12355	514	320417.1	SILVER
9/10/2022	CUS99025146960	7405	514	423069.3	SILVER
9/10/2022	CUS38638905324	11462	514	394917	SILVER
9/10/2022	CUS83470104560	9325	514	9044.5	SILVER
9/10/2022	CUS17726844048	9014	515	149109.6	SILVER
9/10/2022	CUS54205053060	12992	515	80827.59	SILVER
9/10/2022	CUS19571755060	9442	515	44521.94	BRONZE
9/10/2022	CUS24724761160	10008	515	162470.16	SILVER
9/10/2022	CUS52900197160	10008	515	162470.16	SILVER
9/10/2022	CUS92762210960	5011	515	18190.6	SILVER
9/10/2022	CUS64738744048	16351	515	139830.74	SILVER
9/10/2022	CUS44275392748	20842	515	157617.83	GOLD
9/10/2022	CUS48400426248	17796	515	75498.12	GOLD
9/10/2022	CUS39581279260	7478	515	152351.18	SILVER
9/10/2022	CUS46052615360	9987	515	33509.16	SILVER
9/10/2022	CUS85295764648	12220	516	36863.68	SILVER
9/10/2022	CUS35226203136	10603	516	200687.48	SILVER
9/10/2022	CUS74532572548	10603	516	200687.48	SILVER
9/10/2022	CUS87295542760	37214	517	1473612.12	SILVER
9/10/2022	CUS33618183536	9692	517	15708.32	SILVER
9/10/2022	CUS17165984460	37214	517	1473612.12	SILVER
9/10/2022	CUS21782726936	17322	517	62293.62	SILVER
9/10/2022	CUS52588463460	10664	517	379629.32	SILVER
9/10/2022	CUS19856409460	9907	517	83984.55	GOLD
9/10/2022	CUS40018740260	4389	517	7138.6	SILVER
9/10/2022	CUS48313308160	8335	517	244301.02	SILVER
9/10/2022	CUS19401974524	9592	517	84491.68	null
9/10/2022	CUS29731936448	9916	517	186044.8	SILVER
9/10/2022	CUS57931412248	9916	517	186044.8	SILVER
9/10/2022	CUS98996090060	7650	517	92364.4	SILVER
9/10/2022	CUS28971929412	9033	517	713850.8	SILVER
9/10/2022	CUS65608717460	7013	517	18181.2	SILVER
9/10/2022	CUS59496042048	15040	518	300668.44	null
9/10/2022	CUS13468970136	25210	518	21186.06	null
9/10/2022	CUS23183300960	8839	518	295467.98	null
9/10/2022	CUS68848762860	5562	518	46166.02	null
9/10/2022	CUS83497349960	25604	518	692783	GOLD
9/10/2022	CUS94623786860	12235	518	376754.52	SILVER
9/10/2022	CUS91937908360	10571	518	32783.25	SILVER
9/10/2022	CUS31350305460	9044	518	36705.91	SILVER
9/10/2022	CUS26157729536	6441	518	59820.27	null
9/10/2022	CUS67970477960	14424	518	788914.43	null
9/10/2022	CUS55620942260	15634	518	134340.31	SILVER
9/10/2022	CUS74840100560	10550	518	51420.2	SILVER
9/10/2022	CUS39839016060	10550	518	51420.2	SILVER
9/10/2022	CUS58551425648	6539	519	31292.76	null
9/10/2022	CUS94683640224	12123	519	327947.35	null
9/10/2022	CUS52184894036	9639	519	244823.4	null
9/10/2022	CUS98670960560	10990	519	515388.36	SILVER
9/10/2022	CUS92357672860	16538	519	12367.88	null
9/10/2022	CUS46708131948	12805	519	14199.04	SILVER
9/10/2022	CUS52252644248	16150	520	597909.24	SILVER
9/10/2022	CUS67663865960	9188	520	873967.9	SILVER
9/10/2022	CUS67201763424	10727	520	4691.88	BRONZE
9/10/2022	CUS40753653360	14387	520	2001896	SILVER
9/10/2022	CUS41545202860	4160	520	14032.32	SILVER
9/10/2022	CUS38717445760	29439	520	3566801.96	null
9/10/2022	CUS25860572660	18923	520	175043.28	SILVER
9/10/2022	CUS17473768348	10645	520	49062.64	null
9/10/2022	CUS70622555136	17565	520	154838.72	null
9/10/2022	CUS14258519748	25266	520	1471925.08	null
9/10/2022	CUS59748141860	7336	520	32920.48	SILVER
9/10/2022	CUS23058005960	6559	520	6984.81	SILVER
9/10/2022	CUS87361028148	8092	520	1852.49	SILVER
9/10/2022	CUS32369313960	3233	521	22289.35	null
9/10/2022	CUS17705103536	8778	521	48053.26	SILVER
9/10/2022	CUS61281611224	12693	521	98367.65	SILVER
9/10/2022	CUS16713927660	5110	521	155330.12	BRONZE
9/10/2022	CUS77570210960	4760	521	28424.22	null
9/10/2022	CUS85706758824	7153	521	15808.53	SILVER
9/10/2022	CUS81730159348	6108	521	6672.05	SILVER
9/10/2022	CUS64710253560	5000	521	5464.4	null
9/10/2022	CUS70877373560	14432	521	92813.32	SILVER
9/10/2022	CUS12982344660	13361	521	113522.83	GOLD
9/10/2022	CUS94276896048	9533	521	68269.68	null
9/10/2022	CUS84241172260	15447	522	279319.9	BRONZE
9/10/2022	CUS49050335160	15447	522	279319.9	BRONZE
9/10/2022	CUS50709998060	12045	522	79808.76	BRONZE
9/10/2022	CUS20588552536	5355	522	37345.9	SILVER
9/10/2022	CUS44802505960	11156	522	926152.88	SILVER
9/10/2022	CUS56331937036	6159	522	65810.97	null
9/10/2022	CUS62920712460	21405	522	23222.24	null
9/10/2022	CUS48442207936	21002	522	247934.04	BRONZE
9/10/2022	CUS35815021360	14074	522	1874452.23	SILVER
9/10/2022	CUS89616267736	7137	522	111459.72	SILVER
9/10/2022	CUS78420180336	11598	523	2472.93	SILVER
9/10/2022	CUS60333102260	6817	523	71768.84	null
9/10/2022	CUS26535843060	5545	523	124107.87	SILVER
9/10/2022	CUS99155755360	8713	523	80477.37	BRONZE
9/10/2022	CUS47847226860	8713	523	80477.37	SILVER
9/10/2022	CUS14221503548	9148	523	20946.3	null
9/10/2022	CUS28023236624	17275	523	227182.03	GOLD
9/10/2022	CUS41100525560	12761	523	451967.28	SILVER
9/10/2022	CUS87512051060	10275	523	37855.88	null
9/10/2022	CUS52703212360	10891	523	298449	SILVER
9/10/2022	CUS46512972060	7118	523	254973.7	null
9/10/2022	CUS98606258960	11474	524	615153.4	null
9/10/2022	CUS91488957724	11610	524	32683.5	SILVER
9/10/2022	CUS85348004260	18631	524	3361644.39	SILVER
9/10/2022	CUS34399426948	6445	524	176268.44	SILVER
9/10/2022	CUS78097128160	3191	524	25500	SILVER
9/10/2022	CUS32802174648	9487	524	9987.92	SILVER
9/10/2022	CUS44414670324	7117	524	27829.51	BRONZE
9/10/2022	CUS96611576460	6069	524	89278.17	SILVER
9/10/2022	CUS68469375848	12385	525	36193.4	SILVER
9/10/2022	CUS64117582160	12284	525	null	SILVER
9/10/2022	CUS33351463012	15646	525	112132.05	SILVER
9/10/2022	CUS65844431012	11434	525	59824.64	null
9/10/2022	CUS57631683936	12791	525	29796.64	BRONZE
9/10/2022	CUS45811947148	5788	525	45174.56	SILVER
9/10/2022	CUS19184758760	11699	525	40640.14	SILVER
9/10/2022	CUS33381732560	9946	526	734172.84	SILVER
9/10/2022	CUS66579042860	9946	526	734172.84	SILVER
9/10/2022	CUS90886756936	16395	526	858718.3	GOLD
9/10/2022	CUS55169379536	9141	526	398455.32	null
9/10/2022	CUS41699140560	9569	526	55802.51	null
9/10/2022	CUS65127703760	9011	526	null	SILVER
9/10/2022	CUS73790750560	11892	526	55878.11	BRONZE
9/10/2022	CUS71921933460	11892	526	55878.11	BRONZE
9/10/2022	CUS50342730424	5323	526	63389.44	SILVER
9/10/2022	CUS85403234924	26645	526	2883071.34	SILVER
9/10/2022	CUS51620383424	26645	526	2883071.34	SILVER
9/10/2022	CUS32113897424	9453	526	30281.4	SILVER
9/10/2022	CUS13893912360	5816	526	121466.66	SILVER
9/10/2022	CUS52860423736	14208	526	407145.12	BRONZE
9/10/2022	CUS42546724360	5610	526	39212.88	SILVER
9/10/2022	CUS16779900312	10329	526	161707.82	SILVER
